,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,date,hour
3190,2011-08-02 20:00:00,3,0,1,2,33.62,37.88,46,16.9979,40,248,288,2011-08-02,20
3191,2011-08-02 21:00:00,3,0,1,1,32.8,37.12,52,15.0013,53,201,254,2011-08-02,21
3192,2011-08-02 22:00:00,3,0,1,2,31.98,37.12,59,11.0014,22,169,191,2011-08-02,22
3193,2011-08-02 23:00:00,3,0,1,2,32.8,37.12,49,11.0014,29,103,132,2011-08-02,23
3194,2011-08-03 00:00:00,3,0,1,2,32.8,37.12,49,11.0014,11,32,43,2011-08-03,00
3195,2011-08-03 01:00:00,3,0,1,2,31.98,35.605,52,11.0014,7,9,16,2011-08-03,01
3196,2011-08-03 02:00:00,3,0,1,2,31.98,35.605,49,11.0014,2,9,11,2011-08-03,02
3197,2011-08-03 03:00:00,3,0,1,2,31.16,34.85,55,6.0032,0,4,4,2011-08-03,03
3198,2011-08-03 04:00:00,3,0,1,2,31.16,34.85,52,11.0014,0,7,7,2011-08-03,04
3199,2011-08-03 05:00:00,3,0,1,2,31.16,34.85,55,6.0032,2,22,24,2011-08-03,05
3200,2011-08-03 06:00:00,3,0,1,3,29.52,34.09,66,32.9975,9,101,110,2011-08-03,06
3201,2011-08-03 07:00:00,3,0,1,2,30.34,33.335,51,15.0013,19,252,271,2011-08-03,07
3202,2011-08-03 08:00:00,3,0,1,2,30.34,33.335,51,11.0014,29,408,437,2011-08-03,08
3203,2011-08-03 09:00:00,3,0,1,2,30.34,34.09,55,12.998,23,172,195,2011-08-03,09
3204,2011-08-03 10:00:00,3,0,1,3,30.34,34.09,58,6.0032,9,59,68,2011-08-03,10
3205,2011-08-03 11:00:00,3,0,1,2,30.34,34.09,58,7.0015,29,93,122,2011-08-03,11
3206,2011-08-03 12:00:00,3,0,1,3,31.16,34.85,55,8.9981,19,142,161,2011-08-03,12
3207,2011-08-03 13:00:00,3,0,1,2,31.16,35.605,58,15.0013,37,107,144,2011-08-03,13
3208,2011-08-03 14:00:00,3,0,1,2,31.16,35.605,58,15.0013,43,104,147,2011-08-03,14
3209,2011-08-03 15:00:00,3,0,1,2,28.7,33.335,79,8.9981,31,87,118,2011-08-03,15
3210,2011-08-03 16:00:00,3,0,1,3,27.88,31.82,79,0.0,21,129,150,2011-08-03,16
3211,2011-08-03 17:00:00,3,0,1,2,28.7,33.335,79,0.0,47,378,425,2011-08-03,17
3212,2011-08-03 18:00:00,3,0,1,3,28.7,33.335,84,0.0,49,443,492,2011-08-03,18
3213,2011-08-03 19:00:00,3,0,1,3,28.7,33.335,84,0.0,51,270,321,2011-08-03,19
3214,2011-08-03 20:00:00,3,0,1,3,28.7,33.335,84,7.0015,7,80,87,2011-08-03,20
3215,2011-08-03 21:00:00,3,0,1,2,27.88,31.82,89,8.9981,7,81,88,2011-08-03,21
3216,2011-08-03 22:00:00,3,0,1,3,27.88,31.82,89,7.0015,11,66,77,2011-08-03,22
3217,2011-08-03 23:00:00,3,0,1,2,27.88,31.82,89,6.0032,4,52,56,2011-08-03,23
3218,2011-08-04 00:00:00,3,0,1,2,27.88,31.82,89,6.0032,2,15,17,2011-08-04,00
3219,2011-08-04 01:00:00,3,0,1,2,27.06,29.545,94,6.0032,3,14,17,2011-08-04,01
3220,2011-08-04 02:00:00,3,0,1,2,27.06,29.545,94,6.0032,2,5,7,2011-08-04,02
3221,2011-08-04 03:00:00,3,0,1,3,27.06,29.545,94,6.0032,0,3,3,2011-08-04,03
3222,2011-08-04 04:00:00,3,0,1,2,27.88,31.82,89,0.0,0,7,7,2011-08-04,04
3223,2011-08-04 05:00:00,3,0,1,2,27.88,31.82,89,0.0,3,17,20,2011-08-04,05
3224,2011-08-04 06:00:00,3,0,1,2,27.88,31.82,89,19.9995,7,90,97,2011-08-04,06
3225,2011-08-04 07:00:00,3,0,1,2,27.88,31.82,89,19.9995,11,271,282,2011-08-04,07
3226,2011-08-04 08:00:00,3,0,1,2,28.7,32.575,82,23.9994,29,369,398,2011-08-04,08
3227,2011-08-04 09:00:00,3,0,1,1,29.52,34.85,74,22.0028,25,162,187,2011-08-04,09
3228,2011-08-04 10:00:00,3,0,1,1,29.52,33.335,71,19.9995,24,89,113,2011-08-04,10
3229,2011-08-04 11:00:00,3,0,1,2,30.34,34.85,66,15.0013,37,112,149,2011-08-04,11
3230,2011-08-04 12:00:00,3,0,1,2,31.16,35.605,62,15.0013,53,152,205,2011-08-04,12
3231,2011-08-04 13:00:00,3,0,1,1,31.16,35.605,58,0.0,63,142,205,2011-08-04,13
3232,2011-08-04 14:00:00,3,0,1,1,32.8,37.88,55,11.0014,53,114,167,2011-08-04,14
3233,2011-08-04 15:00:00,3,0,1,1,32.8,37.88,55,16.9979,50,115,165,2011-08-04,15
3234,2011-08-04 16:00:00,3,0,1,1,31.16,35.605,62,22.0028,70,220,290,2011-08-04,16
3235,2011-08-04 17:00:00,3,0,1,1,31.16,35.605,62,22.0028,91,464,555,2011-08-04,17
3236,2011-08-04 18:00:00,3,0,1,1,28.7,33.335,74,19.9995,88,435,523,2011-08-04,18
3237,2011-08-04 19:00:00,3,0,1,1,28.7,33.335,74,19.0012,65,301,366,2011-08-04,19
3238,2011-08-04 20:00:00,3,0,1,2,28.7,33.335,74,12.998,41,245,286,2011-08-04,20
3239,2011-08-04 21:00:00,3,0,1,2,28.7,33.335,74,12.998,25,186,211,2011-08-04,21
3240,2011-08-04 22:00:00,3,0,1,1,27.88,31.82,74,12.998,33,141,174,2011-08-04,22
3241,2011-08-04 23:00:00,3,0,1,1,27.06,31.06,74,7.0015,24,108,132,2011-08-04,23
3242,2011-08-05 00:00:00,3,0,1,1,27.06,31.06,74,7.0015,13,41,54,2011-08-05,00
3243,2011-08-05 01:00:00,3,0,1,1,26.24,29.545,78,6.0032,3,16,19,2011-08-05,01
3244,2011-08-05 02:00:00,3,0,1,1,27.06,31.06,69,0.0,5,14,19,2011-08-05,02
3245,2011-08-05 03:00:00,3,0,1,1,26.24,29.545,78,6.0032,0,6,6,2011-08-05,03
3246,2011-08-05 04:00:00,3,0,1,1,26.24,29.545,78,8.9981,1,6,7,2011-08-05,04
3247,2011-08-05 05:00:00,3,0,1,1,26.24,29.545,78,6.0032,0,16,16,2011-08-05,05
3248,2011-08-05 06:00:00,3,0,1,1,26.24,29.545,78,8.9981,7,94,101,2011-08-05,06
3249,2011-08-05 07:00:00,3,0,1,1,27.06,30.305,78,8.9981,23,247,270,2011-08-05,07
3250,2011-08-05 08:00:00,3,0,1,1,28.7,32.575,65,15.0013,39,415,454,2011-08-05,08
3251,2011-08-05 09:00:00,3,0,1,1,29.52,33.335,58,7.0015,43,183,226,2011-08-05,09
3252,2011-08-05 10:00:00,3,0,1,1,30.34,34.09,55,8.9981,50,113,163,2011-08-05,10
3253,2011-08-05 11:00:00,3,0,1,2,31.16,34.85,52,16.9979,44,103,147,2011-08-05,11
3254,2011-08-05 12:00:00,3,0,1,1,31.16,34.85,52,16.9979,57,159,216,2011-08-05,12
3255,2011-08-05 13:00:00,3,0,1,1,31.98,35.605,52,16.9979,40,164,204,2011-08-05,13
3256,2011-08-05 14:00:00,3,0,1,2,31.98,35.605,52,16.9979,81,164,245,2011-08-05,14
3257,2011-08-05 15:00:00,3,0,1,1,31.16,34.85,55,16.9979,50,160,210,2011-08-05,15
3258,2011-08-05 16:00:00,3,0,1,1,32.8,37.12,49,16.9979,76,254,330,2011-08-05,16
3259,2011-08-05 17:00:00,3,0,1,1,31.98,35.605,49,19.9995,84,466,550,2011-08-05,17
3260,2011-08-05 18:00:00,3,0,1,1,31.16,34.85,52,16.9979,105,361,466,2011-08-05,18
3261,2011-08-05 19:00:00,3,0,1,1,30.34,34.09,55,16.9979,90,282,372,2011-08-05,19
3262,2011-08-05 20:00:00,3,0,1,1,29.52,33.335,58,15.0013,70,221,291,2011-08-05,20
3263,2011-08-05 21:00:00,3,0,1,1,28.7,32.575,65,12.998,54,119,173,2011-08-05,21
3264,2011-08-05 22:00:00,3,0,1,1,28.7,32.575,65,15.0013,51,137,188,2011-08-05,22
3265,2011-08-05 23:00:00,3,0,1,1,27.88,31.82,69,15.0013,37,102,139,2011-08-05,23
3266,2011-08-06 00:00:00,3,0,0,1,27.06,30.305,78,12.998,29,104,133,2011-08-06,00
3267,2011-08-06 01:00:00,3,0,0,1,27.06,30.305,78,11.0014,17,50,67,2011-08-06,01
3268,2011-08-06 02:00:00,3,0,0,1,27.06,30.305,78,15.0013,14,39,53,2011-08-06,02
3269,2011-08-06 03:00:00,3,0,0,2,27.06,30.305,78,11.0014,14,28,42,2011-08-06,03
3270,2011-08-06 04:00:00,3,0,0,2,27.06,30.305,83,11.0014,5,5,10,2011-08-06,04
3271,2011-08-06 05:00:00,3,0,0,1,26.24,28.79,89,6.0032,2,4,6,2011-08-06,05
3272,2011-08-06 06:00:00,3,0,0,1,26.24,28.79,89,7.0015,5,22,27,2011-08-06,06
3273,2011-08-06 07:00:00,3,0,0,1,27.88,31.82,83,11.0014,14,49,63,2011-08-06,07
3274,2011-08-06 08:00:00,3,0,0,1,27.88,31.82,83,11.0014,27,94,121,2011-08-06,08
3275,2011-08-06 09:00:00,3,0,0,1,30.34,34.85,70,15.0013,60,155,215,2011-08-06,09
3276,2011-08-06 10:00:00,3,0,0,2,30.34,34.85,70,19.0012,91,199,290,2011-08-06,10
3277,2011-08-06 11:00:00,3,0,0,1,31.98,37.12,62,15.0013,138,211,349,2011-08-06,11
3278,2011-08-06 12:00:00,3,0,0,1,32.8,37.88,55,15.0013,130,252,382,2011-08-06,12
3279,2011-08-06 13:00:00,3,0,0,2,32.8,38.635,59,22.0028,176,265,441,2011-08-06,13
3280,2011-08-06 14:00:00,3,0,0,1,33.62,38.635,52,16.9979,176,204,380,2011-08-06,14
3281,2011-08-06 15:00:00,3,0,0,2,34.44,40.15,53,16.9979,130,232,362,2011-08-06,15
3282,2011-08-06 16:00:00,3,0,0,3,30.34,35.605,79,11.0014,155,188,343,2011-08-06,16
3283,2011-08-06 17:00:00,3,0,0,3,30.34,35.605,79,11.0014,61,88,149,2011-08-06,17
3284,2011-08-06 18:00:00,3,0,0,2,29.52,34.85,79,30.0026,81,130,211,2011-08-06,18
3285,2011-08-06 19:00:00,3,0,0,3,29.52,35.605,84,16.9979,57,114,171,2011-08-06,19
3286,2011-08-06 20:00:00,3,0,0,3,29.52,34.85,79,19.0012,58,79,137,2011-08-06,20
3287,2011-08-06 21:00:00,3,0,0,2,28.7,33.335,84,22.0028,28,86,114,2011-08-06,21
3288,2011-08-06 22:00:00,3,0,0,2,28.7,33.335,84,22.0028,24,96,120,2011-08-06,22
3289,2011-08-06 23:00:00,3,0,0,3,28.7,33.335,84,19.0012,29,79,108,2011-08-06,23
3290,2011-08-07 00:00:00,3,0,0,2,28.7,33.335,84,19.0012,14,66,80,2011-08-07,00
3291,2011-08-07 01:00:00,3,0,0,2,28.7,33.335,84,16.9979,10,63,73,2011-08-07,01
3292,2011-08-07 02:00:00,3,0,0,2,28.7,33.335,84,15.0013,18,48,66,2011-08-07,02
3293,2011-08-07 03:00:00,3,0,0,2,28.7,33.335,84,8.9981,9,23,32,2011-08-07,03
3294,2011-08-07 04:00:00,3,0,0,1,28.7,33.335,84,8.9981,1,5,6,2011-08-07,04
3295,2011-08-07 05:00:00,3,0,0,1,28.7,33.335,89,12.998,1,4,5,2011-08-07,05
3296,2011-08-07 06:00:00,3,0,0,1,28.7,33.335,89,11.0014,3,10,13,2011-08-07,06
3297,2011-08-07 07:00:00,3,0,0,1,28.7,33.335,84,12.998,11,28,39,2011-08-07,07
3298,2011-08-07 08:00:00,3,0,0,1,29.52,34.85,79,12.998,23,66,89,2011-08-07,08
3299,2011-08-07 09:00:00,3,0,0,1,31.16,37.12,75,7.0015,82,102,184,2011-08-07,09
3300,2011-08-07 10:00:00,3,0,0,1,32.8,40.15,66,8.9981,88,178,266,2011-08-07,10
3301,2011-08-07 11:00:00,3,0,0,1,33.62,41.665,63,0.0,113,156,269,2011-08-07,11
3302,2011-08-07 12:00:00,3,0,0,1,36.9,42.425,42,19.9995,161,209,370,2011-08-07,12
3303,2011-08-07 13:00:00,3,0,0,1,36.9,42.425,42,19.9995,118,206,324,2011-08-07,13
3304,2011-08-07 14:00:00,3,0,0,1,35.26,40.15,47,12.998,130,192,322,2011-08-07,14
3305,2011-08-07 15:00:00,3,0,0,3,29.52,34.85,74,19.9995,118,208,326,2011-08-07,15
3306,2011-08-07 16:00:00,3,0,0,3,29.52,34.85,74,19.9995,74,119,193,2011-08-07,16
3307,2011-08-07 17:00:00,3,0,0,3,30.34,35.605,74,43.0006,63,131,194,2011-08-07,17
3308,2011-08-07 18:00:00,3,0,0,1,29.52,34.85,74,6.0032,74,155,229,2011-08-07,18
3309,2011-08-07 19:00:00,3,0,0,1,29.52,34.85,79,11.0014,68,160,228,2011-08-07,19
3310,2011-08-07 20:00:00,3,0,0,1,29.52,35.605,84,8.9981,50,133,183,2011-08-07,20
3311,2011-08-07 21:00:00,3,0,0,1,29.52,35.605,84,7.0015,36,100,136,2011-08-07,21
3312,2011-08-07 22:00:00,3,0,0,1,28.7,33.335,89,12.998,21,82,103,2011-08-07,22
3313,2011-08-07 23:00:00,3,0,0,1,28.7,33.335,79,7.0015,12,43,55,2011-08-07,23
3314,2011-08-08 00:00:00,3,0,1,1,28.7,33.335,79,7.0015,13,17,30,2011-08-08,00
3315,2011-08-08 01:00:00,3,0,1,1,27.88,31.82,83,8.9981,4,8,12,2011-08-08,01
3316,2011-08-08 02:00:00,3,0,1,1,27.06,29.545,89,0.0,4,3,7,2011-08-08,02
3317,2011-08-08 03:00:00,3,0,1,1,27.06,29.545,89,0.0,1,0,1,2011-08-08,03
3318,2011-08-08 04:00:00,3,0,1,1,27.06,29.545,89,7.0015,2,8,10,2011-08-08,04
3319,2011-08-08 05:00:00,3,0,1,1,28.7,33.335,79,6.0032,1,14,15,2011-08-08,05
3320,2011-08-08 06:00:00,3,0,1,1,28.7,32.575,65,19.0012,8,87,95,2011-08-08,06
3321,2011-08-08 07:00:00,3,0,1,1,29.52,34.09,62,19.9995,18,249,267,2011-08-08,07
3322,2011-08-08 08:00:00,3,0,1,1,30.34,34.09,58,22.0028,29,320,349,2011-08-08,08
3323,2011-08-08 09:00:00,3,0,1,1,31.16,34.85,55,26.0027,37,146,183,2011-08-08,09
3324,2011-08-08 10:00:00,3,0,1,1,32.8,37.12,52,26.0027,62,62,124,2011-08-08,10
3325,2011-08-08 11:00:00,3,0,1,1,33.62,37.12,48,23.9994,90,89,179,2011-08-08,11
3326,2011-08-08 12:00:00,3,0,1,1,33.62,37.88,46,16.9979,48,134,182,2011-08-08,12
3327,2011-08-08 13:00:00,3,0,1,1,34.44,37.88,44,19.9995,43,108,151,2011-08-08,13
3328,2011-08-08 14:00:00,3,0,1,1,33.62,37.12,43,19.9995,41,109,150,2011-08-08,14
3329,2011-08-08 15:00:00,3,0,1,1,34.44,37.88,41,19.9995,40,86,126,2011-08-08,15
3330,2011-08-08 16:00:00,3,0,1,1,35.26,38.635,39,19.0012,64,218,282,2011-08-08,16
3331,2011-08-08 17:00:00,3,0,1,1,35.26,38.635,39,11.0014,67,460,527,2011-08-08,17
3332,2011-08-08 18:00:00,3,0,1,1,34.44,37.88,41,8.9981,64,465,529,2011-08-08,18
3333,2011-08-08 19:00:00,3,0,1,1,33.62,37.12,43,7.0015,64,352,416,2011-08-08,19
3334,2011-08-08 20:00:00,3,0,1,1,32.8,37.88,55,0.0,71,215,286,2011-08-08,20
3335,2011-08-08 21:00:00,3,0,1,1,31.16,35.605,58,6.0032,30,156,186,2011-08-08,21
3336,2011-08-08 22:00:00,3,0,1,1,31.16,35.605,58,7.0015,26,121,147,2011-08-08,22
3337,2011-08-08 23:00:00,3,0,1,1,30.34,34.85,66,7.0015,19,53,72,2011-08-08,23
3338,2011-08-09 00:00:00,3,0,1,1,29.52,34.85,79,8.9981,10,25,35,2011-08-09,00
3339,2011-08-09 01:00:00,3,0,1,1,29.52,34.09,66,0.0,5,9,14,2011-08-09,01
3340,2011-08-09 02:00:00,3,0,1,1,29.52,34.09,70,0.0,9,3,12,2011-08-09,02
3341,2011-08-09 03:00:00,3,0,1,1,29.52,34.09,62,0.0,0,3,3,2011-08-09,03
3342,2011-08-09 04:00:00,3,0,1,1,28.7,33.335,74,0.0,1,6,7,2011-08-09,04
3343,2011-08-09 05:00:00,3,0,1,1,28.7,32.575,65,6.0032,5,25,30,2011-08-09,05
3344,2011-08-09 06:00:00,3,0,1,1,29.52,33.335,64,0.0,6,95,101,2011-08-09,06
3345,2011-08-09 07:00:00,3,0,1,1,29.52,34.85,74,7.0015,30,313,343,2011-08-09,07
3346,2011-08-09 08:00:00,3,0,1,1,30.34,34.85,66,0.0,40,352,392,2011-08-09,08
3347,2011-08-09 09:00:00,3,0,1,2,31.98,37.12,62,8.9981,34,141,175,2011-08-09,09
3348,2011-08-09 10:00:00,3,0,1,2,32.8,38.635,59,15.0013,55,89,144,2011-08-09,10
3349,2011-08-09 11:00:00,3,0,1,1,32.8,38.635,59,15.0013,61,88,149,2011-08-09,11
3350,2011-08-09 12:00:00,3,0,1,1,33.62,39.395,56,12.998,60,125,185,2011-08-09,12
3351,2011-08-09 13:00:00,3,0,1,1,34.44,39.395,49,11.0014,48,127,175,2011-08-09,13
3352,2011-08-09 14:00:00,3,0,1,1,35.26,39.395,44,19.0012,53,95,148,2011-08-09,14
3353,2011-08-09 15:00:00,3,0,1,1,35.26,38.635,39,19.0012,58,106,164,2011-08-09,15
3354,2011-08-09 16:00:00,3,0,1,1,35.26,38.635,39,19.9995,57,228,285,2011-08-09,16
3355,2011-08-09 17:00:00,3,0,1,1,32.8,37.88,55,11.0014,79,453,532,2011-08-09,17
3356,2011-08-09 18:00:00,3,0,1,1,32.8,37.88,55,12.998,97,488,585,2011-08-09,18
3357,2011-08-09 19:00:00,3,0,1,1,32.8,37.12,49,7.0015,69,302,371,2011-08-09,19
3358,2011-08-09 20:00:00,3,0,1,1,32.8,36.365,43,12.998,34,258,292,2011-08-09,20
3359,2011-08-09 21:00:00,3,0,1,1,31.98,34.85,46,16.9979,46,184,230,2011-08-09,21
3360,2011-08-09 22:00:00,3,0,1,1,31.98,34.85,46,19.9995,28,127,155,2011-08-09,22
3361,2011-08-09 23:00:00,3,0,1,1,31.16,34.09,48,19.0012,22,53,75,2011-08-09,23
3362,2011-08-10 00:00:00,3,0,1,1,30.34,33.335,51,15.0013,19,18,37,2011-08-10,00
3363,2011-08-10 01:00:00,3,0,1,1,29.52,33.335,54,12.998,7,10,17,2011-08-10,01
3364,2011-08-10 02:00:00,3,0,1,1,29.52,33.335,54,11.0014,1,10,11,2011-08-10,02
3365,2011-08-10 03:00:00,3,0,1,1,28.7,32.575,58,11.0014,1,3,4,2011-08-10,03
3366,2011-08-10 04:00:00,3,0,1,1,28.7,32.575,54,8.9981,1,4,5,2011-08-10,04
3367,2011-08-10 05:00:00,3,0,1,1,27.88,31.82,61,6.0032,2,30,32,2011-08-10,05
3368,2011-08-10 06:00:00,3,0,1,1,27.88,31.82,61,0.0,9,110,119,2011-08-10,06
3369,2011-08-10 07:00:00,3,0,1,1,28.7,32.575,58,6.0032,16,289,305,2011-08-10,07
3370,2011-08-10 08:00:00,3,0,1,1,30.34,33.335,51,12.998,38,361,399,2011-08-10,08
3371,2011-08-10 09:00:00,3,0,1,1,31.16,34.09,48,15.0013,32,148,180,2011-08-10,09
3372,2011-08-10 10:00:00,3,0,1,1,32.8,36.365,43,15.0013,41,72,113,2011-08-10,10
3373,2011-08-10 11:00:00,3,0,1,1,32.8,35.605,41,26.0027,54,95,149,2011-08-10,11
3374,2011-08-10 12:00:00,3,0,1,1,33.62,36.365,38,19.9995,74,166,240,2011-08-10,12
3375,2011-08-10 13:00:00,3,0,1,1,33.62,36.365,38,19.0012,41,150,191,2011-08-10,13
3376,2011-08-10 14:00:00,3,0,1,1,34.44,36.365,34,22.0028,62,116,178,2011-08-10,14
3377,2011-08-10 15:00:00,3,0,1,1,35.26,37.12,30,22.0028,53,141,194,2011-08-10,15
3378,2011-08-10 16:00:00,3,0,1,1,35.26,37.12,26,19.9995,76,206,282,2011-08-10,16
3379,2011-08-10 17:00:00,3,0,1,1,34.44,35.605,26,19.9995,71,513,584,2011-08-10,17
3380,2011-08-10 18:00:00,3,0,1,1,33.62,35.605,28,19.9995,70,489,559,2011-08-10,18
3381,2011-08-10 19:00:00,3,0,1,1,32.8,34.85,26,16.9979,79,334,413,2011-08-10,19
3382,2011-08-10 20:00:00,3,0,1,1,31.16,33.335,31,8.9981,59,253,312,2011-08-10,20
3383,2011-08-10 21:00:00,3,0,1,1,31.16,33.335,33,7.0015,47,162,209,2011-08-10,21
3384,2011-08-10 22:00:00,3,0,1,1,30.34,32.575,37,0.0,17,122,139,2011-08-10,22
3385,2011-08-10 23:00:00,3,0,1,1,30.34,32.575,37,6.0032,14,94,108,2011-08-10,23
3386,2011-08-11 00:00:00,3,0,1,1,28.7,31.82,45,7.0015,6,40,46,2011-08-11,00
3387,2011-08-11 01:00:00,3,0,1,1,28.7,31.82,45,8.9981,9,17,26,2011-08-11,01
3388,2011-08-11 02:00:00,3,0,1,1,27.06,31.06,54,8.9981,3,8,11,2011-08-11,02
3389,2011-08-11 03:00:00,3,0,1,1,26.24,31.06,57,8.9981,2,7,9,2011-08-11,03
3390,2011-08-11 04:00:00,3,0,1,1,26.24,31.06,57,11.0014,1,4,5,2011-08-11,04
3391,2011-08-11 05:00:00,3,0,1,1,26.24,31.06,61,12.998,2,23,25,2011-08-11,05
3392,2011-08-11 06:00:00,3,0,1,1,25.42,30.305,65,11.0014,5,101,106,2011-08-11,06
3393,2011-08-11 07:00:00,3,0,1,1,27.06,31.06,54,8.9981,15,292,307,2011-08-11,07
3394,2011-08-11 08:00:00,3,0,1,1,28.7,31.82,45,11.0014,29,361,390,2011-08-11,08
3395,2011-08-11 09:00:00,3,0,1,1,29.52,32.575,39,15.0013,31,166,197,2011-08-11,09
3396,2011-08-11 10:00:00,3,0,1,1,30.34,32.575,37,16.9979,36,96,132,2011-08-11,10
3397,2011-08-11 11:00:00,3,0,1,1,31.16,33.335,35,16.9979,59,128,187,2011-08-11,11
3398,2011-08-11 12:00:00,3,0,1,1,31.98,34.09,31,16.9979,50,164,214,2011-08-11,12
3399,2011-08-11 13:00:00,3,0,1,1,31.16,33.335,31,15.0013,51,166,217,2011-08-11,13
3400,2011-08-11 14:00:00,3,0,1,1,32.8,34.85,29,0.0,39,103,142,2011-08-11,14
3401,2011-08-11 15:00:00,3,0,1,1,32.8,34.85,29,19.9995,52,126,178,2011-08-11,15
3402,2011-08-11 16:00:00,3,0,1,1,32.8,34.85,27,12.998,57,241,298,2011-08-11,16
3403,2011-08-11 17:00:00,3,0,1,1,32.8,34.85,29,16.9979,96,486,582,2011-08-11,17
3404,2011-08-11 18:00:00,3,0,1,1,31.98,34.09,29,6.0032,74,497,571,2011-08-11,18
3405,2011-08-11 19:00:00,3,0,1,1,30.34,32.575,35,12.998,48,323,371,2011-08-11,19
3406,2011-08-11 20:00:00,3,0,1,1,29.52,32.575,37,8.9981,56,232,288,2011-08-11,20
3407,2011-08-11 21:00:00,3,0,1,1,28.7,32.575,48,6.0032,35,171,206,2011-08-11,21
3408,2011-08-11 22:00:00,3,0,1,1,28.7,32.575,48,0.0,34,123,157,2011-08-11,22
3409,2011-08-11 23:00:00,3,0,1,1,27.06,31.06,50,11.0014,22,105,127,2011-08-11,23
3410,2011-08-12 00:00:00,3,0,1,1,26.24,31.06,53,11.0014,12,53,65,2011-08-12,00
3411,2011-08-12 01:00:00,3,0,1,1,26.24,31.06,53,8.9981,4,19,23,2011-08-12,01
3412,2011-08-12 02:00:00,3,0,1,1,25.42,31.06,57,12.998,0,15,15,2011-08-12,02
3413,2011-08-12 03:00:00,3,0,1,1,25.42,31.06,53,11.0014,0,9,9,2011-08-12,03
3414,2011-08-12 04:00:00,3,0,1,1,25.42,31.06,53,8.9981,0,5,5,2011-08-12,04
3415,2011-08-12 05:00:00,3,0,1,1,24.6,31.06,56,8.9981,2,24,26,2011-08-12,05
3416,2011-08-12 06:00:00,3,0,1,1,25.42,31.06,50,8.9981,3,73,76,2011-08-12,06
3417,2011-08-12 07:00:00,3,0,1,1,26.24,31.06,44,11.0014,17,247,264,2011-08-12,07
3418,2011-08-12 08:00:00,3,0,1,1,27.88,31.82,39,15.0013,29,397,426,2011-08-12,08
3419,2011-08-12 09:00:00,3,0,1,1,29.52,32.575,34,8.9981,27,178,205,2011-08-12,09
3420,2011-08-12 10:00:00,3,0,1,1,30.34,32.575,33,7.0015,44,86,130,2011-08-12,10
3421,2011-08-12 11:00:00,3,0,1,1,31.16,33.335,29,0.0,48,108,156,2011-08-12,11
3422,2011-08-12 12:00:00,3,0,1,1,32.8,34.85,27,0.0,55,167,222,2011-08-12,12
3423,2011-08-12 13:00:00,3,0,1,1,31.98,34.09,29,6.0032,74,179,253,2011-08-12,13
3424,2011-08-12 14:00:00,3,0,1,1,32.8,34.85,29,12.998,51,135,186,2011-08-12,14
3425,2011-08-12 15:00:00,3,0,1,1,32.8,34.85,29,11.0014,59,190,249,2011-08-12,15
3426,2011-08-12 16:00:00,3,0,1,1,33.62,35.605,28,0.0,68,266,334,2011-08-12,16
3427,2011-08-12 17:00:00,3,0,1,1,33.62,35.605,26,0.0,93,423,516,2011-08-12,17
3428,2011-08-12 18:00:00,3,0,1,1,31.16,34.09,40,19.9995,89,376,465,2011-08-12,18
3429,2011-08-12 19:00:00,3,0,1,1,30.34,33.335,42,15.0013,101,284,385,2011-08-12,19
3430,2011-08-12 20:00:00,3,0,1,1,29.52,32.575,42,15.0013,77,210,287,2011-08-12,20
3431,2011-08-12 21:00:00,3,0,1,1,28.7,32.575,48,8.9981,73,153,226,2011-08-12,21
3432,2011-08-12 22:00:00,3,0,1,1,27.88,31.82,51,0.0,74,157,231,2011-08-12,22
3433,2011-08-12 23:00:00,3,0,1,1,27.88,31.82,51,0.0,51,100,151,2011-08-12,23
3434,2011-08-13 00:00:00,3,0,0,1,27.88,31.82,51,7.0015,15,69,84,2011-08-13,00
3435,2011-08-13 01:00:00,3,0,0,2,27.88,31.82,57,6.0032,13,64,77,2011-08-13,01
3436,2011-08-13 02:00:00,3,0,0,1,27.88,31.82,57,0.0,16,58,74,2011-08-13,02
3437,2011-08-13 03:00:00,3,0,0,1,27.06,31.06,65,8.9981,9,18,27,2011-08-13,03
3438,2011-08-13 04:00:00,3,0,0,2,26.24,30.305,73,8.9981,5,5,10,2011-08-13,04
3439,2011-08-13 05:00:00,3,0,0,1,26.24,30.305,73,7.0015,3,15,18,2011-08-13,05
3440,2011-08-13 06:00:00,3,0,0,1,26.24,30.305,73,6.0032,3,19,22,2011-08-13,06
3441,2011-08-13 07:00:00,3,0,0,2,27.06,31.06,74,12.998,10,34,44,2011-08-13,07
3442,2011-08-13 08:00:00,3,0,0,2,28.7,32.575,65,11.0014,28,90,118,2011-08-13,08
3443,2011-08-13 09:00:00,3,0,0,2,28.7,33.335,74,11.0014,70,138,208,2011-08-13,09
3444,2011-08-13 10:00:00,3,0,0,2,29.52,34.85,74,15.0013,97,163,260,2011-08-13,10
3445,2011-08-13 11:00:00,3,0,0,2,30.34,34.85,70,12.998,122,192,314,2011-08-13,11
3446,2011-08-13 12:00:00,3,0,0,2,27.06,29.545,89,11.0014,175,246,421,2011-08-13,12
3447,2011-08-13 13:00:00,3,0,0,2,30.34,35.605,74,22.0028,61,92,153,2011-08-13,13
3448,2011-08-13 14:00:00,3,0,0,1,30.34,34.85,70,16.9979,113,146,259,2011-08-13,14
